adenoma	DOID_657	hsa-let-7a	normal	Northern blot, qRT-PCR etc	2007.0	Disrupting the pairing between let-7 and Hmga2 enhances oncogenic transformation.
colorectal cancer	DOID_1985	hsa-mir-145	down-regulated	Northern blot, qRT-PCR etc	2006.0	Identification by Real-time PCR of 13 mature microRNAs differentially expressed in colorectal cancer and non-tumoral tissues.
colorectal cancer	DOID_1985	hsa-mir-145	down-regulated	Northern blot, qRT-PCR etc	2007.0	Altered expression of miR-21, miR-31, miR-143 and miR-145 is related to clinicopathologic features of colorectal cancer.
colorectal cancer	DOID_1985	hsa-mir-124a	down-regulated	Northern blot, qRT-PCR etc	2006.0	Identification by Real-time PCR of 13 mature microRNAs differentially expressed in colorectal cancer and non-tumoral tissues.
colorectal cancer	DOID_1985	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA-21 (miR-21) post-transcriptionally downregulates tumor suppressor Pdcd4 and stimulates invasion, intravasation and metastasis in colorectal cancer.
colorectal cancer	DOID_1985	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA expression profiles associated with prognosis and therapeutic outcome in colon adenocarcinoma.
colorectal cancer	DOID_1985	hsa-mir-107	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
colorectal cancer	DOID_1985	hsa-mir-107	down-regulated	Northern blot, qRT-PCR etc	2006.0	Differentially regulated micro-RNAs and actively translated messenger RNA transcripts by tumor suppressor p53 in colon cancer.
colorectal cancer	DOID_1985	hsa-mir-10a	up-regulated	Northern blot, qRT-PCR etc	2005.0	Real-time expression profiling of microRNA precursors in human cancer cell lines.
colorectal cancer	DOID_1985	hsa-mir-372	up-regulated	Northern blot, qRT-PCR etc	2006.0	Differentially regulated micro-RNAs and actively translated messenger RNA transcripts by tumor suppressor p53 in colon cancer.
colorectal cancer	DOID_1985	hsa-mir-15b	down-regulated	Northern blot, qRT-PCR etc	2006.0	Differentially regulated micro-RNAs and actively translated messenger RNA transcripts by tumor suppressor p53 in colon cancer.
colorectal cancer	DOID_1985	hsa-mir-15b	up-regulated	Northern blot, qRT-PCR etc	2006.0	Prognostic Values of microRNAs in Colorectal Cancer.
colorectal cancer	DOID_1985	hsa-mir-106a	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA expression profiles associated with prognosis and therapeutic outcome in colon adenocarcinoma.
colorectal cancer	DOID_1985	hsa-let-7f-1	up-regulated	Northern blot, qRT-PCR etc	2005.0	Real-time expression profiling of microRNA precursors in human cancer cell lines.
colorectal cancer	DOID_1985	hsa-let-7b	up-regulated	Northern blot, qRT-PCR etc	2006.0	Differentially regulated micro-RNAs and actively translated messenger RNA transcripts by tumor suppressor p53 in colon cancer.
colorectal cancer	DOID_1985	hsa-mir-21	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
colorectal cancer	DOID_1985	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2006.0	Differentially regulated micro-RNAs and actively translated messenger RNA transcripts by tumor suppressor p53 in colon cancer.
colorectal cancer	DOID_1985	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2006.0	Identification by Real-time PCR of 13 mature microRNAs differentially expressed in colorectal cancer and non-tumoral tissues.
colorectal cancer	DOID_1985	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2007.0	Altered expression of miR-21, miR-31, miR-143 and miR-145 is related to clinicopathologic features of colorectal cancer.
congenital heart disease	DOID_114	hsa-mir-196a-2	up-regulated	northern blot, qRT-PCR etc	2009.0	Functional variant in microRNA-196a2 contributes to the susceptibility of congenital heart disease in a Chinese population.
coronary artery disease	DOID_3363	hsa-mir-1	up-regulated	Northern blot, qRT-PCR etc	2007.0	The muscle-specific microRNA miR-1 regulates cardiac arrhythmogenic potential by targeting GJA1 and KCNJ2.
coronary artery disease	DOID_3363	hsa-mir-221	up-regulated	microarray	2009.0	Effect of atorvastatin on microRNA 221 / 222 expression in endothelial progenitor cells obtained from patients with coronary artery disease.
coronary artery disease	DOID_3363	hsa-mir-222	up-regulated	microarray	2009.0	Effect of atorvastatin on microRNA 221 / 222 expression in endothelial progenitor cells obtained from patients with coronary artery disease.
diabetic nephropathy	DOID_2370	hsa-mir-377	up-regulated	Northern blot, qRT-PCR etc	2009.0	MicroRNA-377 is up-regulated and can lead to increased fibronectin production in diabetic nephropathy.
endometrial cancer	DOID_2871	hsa-mir-200c	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-200c mitigates invasiveness and restores sensitivity to microtubule-targeting chemotherapeutic agents.
endometriosis	DOID_289	hsa-mir-142-3p	down-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-223	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-29c	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-34c	down-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-365	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-424	down-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-99a	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-99b	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-1	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-100	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-125a	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-125b	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-126	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-141	down-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-143	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-145	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-150	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-196b	down-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-200a	down-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-200b	down-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-20a	down-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
endometriosis	DOID_289	hsa-mir-194	up-regulated	microarray	2009.0	MicroRNA-regulated pathways associated with endometriosis.
esophageal cancer	DOID_1107	hsa-mir-375	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA expression in squamous cell carcinoma and adenocarcinoma of the esophagus: associations with survival
esophageal cancer	DOID_1107	hsa-mir-192	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA expression in squamous cell carcinoma and adenocarcinoma of the esophagus: associations with survival
esophageal cancer	DOID_1107	hsa-mir-194	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA expression in squamous cell carcinoma and adenocarcinoma of the esophagus: associations with survival
esophageal cancer	DOID_1107	hsa-mir-21	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA expression in squamous cell carcinoma and adenocarcinoma of the esophagus: associations with survival
esophageal cancer	DOID_1107	hsa-mir-203	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA expression in squamous cell carcinoma and adenocarcinoma of the esophagus: associations with survival
esophageal cancer	DOID_1107	hsa-mir-223	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA expression in squamous cell carcinoma and adenocarcinoma of the esophagus: associations with survival
esophageal cancer	DOID_1107	hsa-mir-373	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-373 (miR-373) post-transcriptionally regulates large tumor suppressor, homolog 2 (LATS2) and stimulates proliferation in human esophageal cancer.
esophageal cancer	DOID_1107	hsa-mir-203	down-regulated	microarray	2008.0	MicroRNA expression profiles of esophageal cancer.
esophageal cancer	DOID_1107	hsa-mir-103	up-regulated	Northern blot, qRT-PCR etc	2008.0	Distinctive microRNA profiles relating to patient survival in esophageal squamous cell carcinoma.
esophageal cancer	DOID_1107	hsa-mir-196a	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-196a is a Potential Marker of Progression during Barrett's Metaplasia-Dysplasia-Invasive Adenocarcinoma Sequence in Esophagus.
esophageal cancer	DOID_1107	hsa-mir-21	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-21 regulates the proliferation and invasion in esophageal squamous cell 
esophageal cancer	DOID_1107	hsa-mir-196a	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA-196a targets annexin A1: a microRNA-mediated mechanism of annexin A1 downregulation in cancers.
esophageal cancer	DOID_1107	hsa-mir-205	down-regulated	microarray	2008.0	MicroRNA expression profiles of esophageal cancer.
esophageal cancer	DOID_1107	hsa-mir-107	up-regulated	Northern blot, qRT-PCR etc	2008.0	Distinctive microRNA profiles relating to patient survival in esophageal squamous cell carcinoma.
esophageal cancer	DOID_1107	hsa-mir-21	up-regulated	microarray	2008.0	MicroRNA expression profiles of esophageal cancer.
frontotemporal dementia	DOID_10216	hsa-mir-659	normal	Northern blot, qRT-PCR etc	2008.0	Common variation in the miR-659 binding-site of GRN is a major risk factor for TDP43-positive frontotemporal dementia.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-122a	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-122a functions as a novel tumor suppressor downstream of adenomatous polyposis coli in gastrointestinal cancers.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir--196a-2	down-regulated	northern blot, qRT-PCR etc	2009.0	Association of MicroRNA-196a-2 Gene Polymorphism with Gastric Cancer Risk in a Chinese Population
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-24-1	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-24-2	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-25	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-512-5p	down-regulated	northern blot, qRT-PCR etc	2009.0	Chromatin remodeling at Alu repeats by epigenetic treatment activates silenced microRNA-512-5p with downregulation of Mcl-1 in human gastric cancer cells.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-143	down-regulated	northern blot, qRT-PCR etc	2009.0	Decreased Expression of MicroRNA-143 and -145 in Human Gastric Cancers.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-145	down-regulated	northern blot, qRT-PCR etc	2009.0	Decreased Expression of MicroRNA-143 and -145 in Human Gastric Cancers.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-221	up-regulated	northern blot, qRT-PCR etc	2009.0	Functional links between clustered microRNAs: suppression of cell-cycle inhibitors by microRNA clusters in gastric cancer.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-222	up-regulated	northern blot, qRT-PCR etc	2009.0	Functional links between clustered microRNAs: suppression of cell-cycle inhibitors by microRNA clusters in gastric cancer.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-25	up-regulated	northern blot, qRT-PCR etc	2009.0	Functional links between clustered microRNAs: suppression of cell-cycle inhibitors by microRNA clusters in gastric cancer.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-451	down-regulated	northern blot, qRT-PCR etc	2009.0	microRNA-451 regulates macrophage migration inhibitory factor production and proliferation of gastrointestinal cancer cells.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-93	up-regulated	northern blot, qRT-PCR etc	2009.0	Functional links between clustered microRNAs: suppression of cell-cycle inhibitors by microRNA clusters in gastric cancer.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-27a	up-regulated	Northern blot, qRT-PCR etc	2009.0	MicroRNA-27a functions as an oncogene in gastric adenocarcinoma by targeting prohibitin.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-106b	up-regulated	northern blot, qRT-PCR etc	2009.0	Functional links between clustered microRNAs: suppression of cell-cycle inhibitors by microRNA clusters in gastric cancer.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-141	down-regulated	northern blot, qRT-PCR etc	2009.0	Down-regulation of miR-141 in gastric cancer and its involvement in cell growth.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-106a	up-regulated	Northern blot, qRT-PCR etc	2009.0	Detection of miR-106a in gastric carcinoma and its clinical significance.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-21	up-regulated	northern blot, qRT-PCR etc	2009.0	miR-21 plays a pivotal role in gastric cancer pathogenesis and progression.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-92-2	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-93	up-regulated	Northern blot, qRT-PCR etc	2008.0	E2F1-regulated microRNAs impair TGFbeta-dependent cell-cycle arrest and apoptosis in gastric cancer.
gastric cancer (stomach cancer)	DOID_5517	hsa-mir-221	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
gastric cancer (stomach cancer)	DOID_5517	hsa-let-7a	down-regulated	Northern blot, qRT-PCR etc	2008.0	Clinical significance of high mobility group A2 in human gastric cancer and its relationship to let-7 microRNA family.
gastric cancer (stomach cancer)	DOID_5517	hsa-let-7a	down-regulated	Northern blot, qRT-PCR etc	2007.0	Detection of let-7a microRNA by real-time PCR in gastric carcinoma.
